cislo_programu;kod_ms;zdielana_ms;nazov_ms;sposob_urcenia;uroven_ms_dospeli;uroven_ms_deti_0;uroven_ms_deti_1;uroven_ms_deti_7;uroven_ms_deti_16;povinnost_ms_V;povinnost_ms_IV;povinnost_ms_III;povinnost_ms_II;povinnost_ms_I;casova_dostupnost;minimum_na_nemocnicu;minimum_na_lekara
11;S11-13;False;Inštrumentárny pôrod;V;2;;;2;2;P;P;P;P;;;800*1;
11;S11-12;False;Pôrod s nástrihom;V;2;;;2;2;P;P;P;P;;;800*1;
11;S11-11;False;Pôrod s operačným výkonom;V;2;;;2;2;P;P;P;P;;;800*1;
11;S11-10;False;Sekundárny cisársky rez;V;2;;;2;2;P;P;P;P;;;800*1;
11;S11-09;False;Primárny cisársky rez;V;2;;;2;2;P;P;P;P;;;800*1;
11;S11-08;False;Výkony pre ukončenie gravidity;V;2;;;2;2;P;P;P;P;;;;
11;S11-07;False;Predpôrodná starostlivosť pre menej závažne komplikácie gravidity;D;2;;;2;2;P;P;P;P;;;;
11;S37-19;True;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
11;S11-22;False;Amniocentéza a odber choriových klkov;V;1;;;1;1;P;P;P;N;N;;20;
11;S11-21;False;Kyretáž pre ukončenie gravidity;V;1;;;1;1;P;P;P;P;P;;;
11;S14-21;True;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
11;S10-43;True;Operácie pri EUG I;V;1;;;;;P;P;P;P;N;;;
11;S10-42;True;Výkony na endometriu (frakcionovaná kyretáž, HSK, termoablácia);V;1;;;;;P;P;P;P;P;60;;
11;S10-41;True;Výkony na krčku uteru - jednoduché;V;1;;;;;P;P;P;P;P;60;50;
12;S12-40;False;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - S-Co;VV;4;;;;;P;P;;;;;;
12;S12-39;False;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - L1-L5;VV;4;;;;;P;P;;;;;10;
12;S12-38;False;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - T12-L2;VV;4;;;;;P;P;;;;;5;
12;S12-37;False;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - T1-T11;VV;4;;;;;P;P;;;;;5;
12;S12-36;False;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;VV;4;;;;;P;P;;;;;5;
12;S12-35;False;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;VV;4;;;;;P;P;;;;;;
12;S12-03;False;Radikálna chirurgická liečba nádorov chrbtice - S1-Co;VV;4;;;;;P;P;;;;;3;
12;S12-02;False;Radikálna chirurgická liečba nádorov chrbtice  - T1-L5;VV;4;;;;;P;P;;;;;10;
12;S12-01;False;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;VV;4;;;;;P;P;;;;;5;
12;S12-34;False;Iné ochorenia chrbtice;D;3;;;;;P;P;N;;;;;
12;S12-33;False;Iné výkony na chrbtici;V;3;;;;;P;P;N;;;;;
12;S12-31;False;Chirurgická liečba zápalových a metabolických spondylopatií - S2-Co + SI kĺby;VV;3;;;;;P;P;N;;;;;
12;S12-30;False;Chirurgická liečba zápalových a metabolických spondylopatií - T1-S1;VV;3;;;;;P;P;P;;;;5;
12;S12-29;False;Chirurgická liečba zápalových a metabolických spondylopatií - C3-C7;VV;3;;;;;P;P;P;;;;3;
12;S12-28;False;Chirurgická liečba zápalových a metabolických spondylopatií - C0-C2;VV;3;;;;;P;P;N;;;;;
12;S12-27;False;Chirurgická liečba instabilít chrbtice - S2-Co + SI kĺby;VV;3;;;;;P;P;N;;;120;;
12;S12-26;False;Chirurgická liečba instabilít chrbtice - T1-S1;VV;3;;;;;P;P;P;;;180;30;
12;S12-25;False;Chirurgická liečba instabilít chrbtice - C3-C7;VV;3;;;;;P;P;P;;;60;5;
12;S12-24;False;Chirurgická liečba instabilít chrbtice - C0-C2;VV;3;;;;;P;P;N;;;60;3;
12;S12-23;False;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;VV;3;;;;;P;P;N;;;60;5;
12;S12-22;False;Chirurgická liečba degen. ochorení chrbtice - T1-S1;VV;3;;;;;P;P;P;;;270;100;
12;S12-21;False;Chirurgická liečba degen. ochorení chrbtice - C0-C7 ;VV;3;;;;;P;P;P;;;270;100;
12;S12-20;False;Chirurgická liečba úrazov chrbtice s instabilitou - S-Co;VV;3;;;;;P;P;N;;;;3;
12;S12-19;False;Chirurgická liečba úrazov chrbtice s instabilitou - L1-L5;VV;3;;;;;P;P;P;;;;10;
12;S12-18;False;Chirurgická liečba úrazov chrbtice s instabilitou - T12-L2;VV;3;;;;;P;P;P;;;;10;
12;S12-17;False;Chirurgická liečba úrazov chrbtice s instabilitou - T1-T11;VV;3;;;;;P;P;P;;;;5;
12;S12-16;False;Chirurgická liečba úrazov chrbtice s instabilitou - C3-C7;VV;3;;;;;P;P;P;;;;5;
12;S12-15;False;Chirurgická liečba úrazov chrbtice s instabilitou - C0-C2;VV;3;;;;;P;P;N;;;;3;
12;S12-14;False;Chirurgická liečba úrazov chrbtice bez neurologického deficitu - S-Co;VV;3;;;;;P;P;N;;;;3;
12;S12-13;False;Chirurgická liečba úrazov chrbtice bez neurologického deficitu - L1-L5;VV;3;;;;;P;P;P;;;;30;
12;S12-12;False;Chirurgická liečba úrazov chrbtice bez neurologického deficitu -T12-L2;VV;3;;;;;P;P;P;;;;10;
12;S12-11;False;Chirurgická liečba úrazov chrbtice bez neurologického deficitu - T1-T11;VV;3;;;;;P;P;P;;;;10;
12;S12-10;False;Chirurgická liečba úrazov chrbtice bez neurologického deficitu - C3-C7 ;VV;3;;;;;P;P;N;;;;5;
12;S12-09;False;Chirurgická liečba úrazov chrbtice bez neurologického deficitu - C0-C2;VV;3;;;;;P;P;N;;;;3;
12;S12-08;False;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;VV;3;;;;;P;P;P;;;;3;
12;S12-07;False;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;VV;3;;;;;P;P;P;;;;30;
12;S12-06;False;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;VV;3;;;;;P;P;P;;;;30;
12;S12-05;False;Paliatívna chirurgická liečba nádorov chrbtice - C0-C7;VV;3;;;;;P;P;P;;;;5;
12;S12-04;False;Chirurgická liečba degeneratívnych deformít v dospelom veku;VV;3;;;;;P;P;N;;;120;10;
12;S12-32;False;Následná starostlivosť na úrovni spinálnej jednotky;V;2;;;;;P;P;P;P;;;;
12;S37-19;True;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
12;S02-59;True;Poranenia miechy a chrbtice;D;2;;;;;P;P;P;P;;;;
12;S14-21;True;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
13;S13-01;False;Operačné riešenie malígneho tumoru panvy;V;5;;;;;P;;;;;;;
13;S13-08;False;Termická ablácia kosti;V;4;;;;;P;P;;;;;;
13;S13-07;False;Operačné riešenie infekcie v oblasti panvy;V;4;;;;;P;P;;;;;;
13;S13-06;False;Prenos vaskularizovaného kostného tkaniva;V;4;;;;;P;N;;;;;;
13;S13-05;False;Vysoko komplexné amputácie a exartikulácie;V;4;;;;;P;P;;;;;;
13;S13-04;False;Resekcia malígneho tumoru končatiny;V;4;;;;;P;P;;;;;40;10
13;S13-03;False;Implantácia komplexnej kostnej náhrady;V;4;;;;;P;P;;;;;;
13;S13-02;False;Biopsia kostného tkaniva panvy;V;4;;;;;P;P;;;;;;
13;S15-04;True;Vysoko komplexné operačné výkony na kostiach a kĺboch ruky alebo nohy;V;4;;;;;P;N;;;;;;
13;S13-16;False;Tuberkulózna artritída;D;3;;;;;P;P;P;;;;;
13;S13-15;False;Infekcie v oblasti chrbtice;D;3;;;;;P;P;P;;;;;
13;S13-14;False;Iný operačný výkon na panve;V;3;;;;;P;P;P;;;;;
13;S13-13;False;Iný základný výkon na rastúcom skelete;V;3;;;;;P;P;P;;;;;
13;S13-12;False;Osteotómia panvy a proximálneho femoru;V;3;;;;;P;P;P;;;;10;
13;S13-11;False;Alogénna transplantácia kostného tkaniva;V;3;;;;;P;P;P;;;;;
13;S13-10;False;Revízna endoprotetika kolenného kĺbu;V;3;;;;;P;P;P;;;180;15;5
13;S13-09;False;Komplexné amputácie a exartikulácie;V;3;;;;;P;P;P;;;;;
13;S12-34;True;Iné ochorenia chrbtice;D;3;;;;;P;P;N;;;;;
13;S12-33;True;Iné výkony na chrbtici;V;3;;;;;P;P;N;;;;;
13;S02-06;True;Replantácie;VD;3;;;;;P;P;N;;;;;
13;S02-05;True;Osteosyntéza panvy a acetabula;V;3;;;;;P;P;N;;;;25;
13;S02-04;True;Osteosyntéza pre poúrazové stavy a komplikácie iná;VD;3;;;;;P;P;N;;;;;
13;S02-03;True;Odstránenie osteosyntézy zložité;V;3;;;;;P;P;N;;;;;
13;S13-46;False;Iné ochorenia pohybového systému;D;2;;;;;P;P;P;P;;;;
13;S13-45;False;Ochorenia kostí a artropatie;D;2;;;;;P;P;P;P;;;;
13;S13-43;False;Prenos kostného tkaniva;V;2;;;;;N;N;N;N;;;;
13;S13-42;False;Otvorená rekonštrukcia väzivového aparátu kĺbu;V;2;;;;;N;N;N;N;;;;
13;S13-41;False;Infekcie na pohybovom aparáte;D;2;;;;;P;P;P;P;;;;
13;S13-40;False;Zložité artroskopické výkony na kolennom kĺbe;V;2;;;;;N;N;N;N;;;20;
13;S13-39;False;Rekonštrukčné výkony na kĺboch;V;2;;;;;N;N;N;N;;;20;
13;S13-38;False;Operačné výkony na ramennom kĺbe;V;2;;;;;N;N;N;N;;;;
13;S13-37;False;Operačné výkony na kolennom kĺbe;V;2;;;;;N;N;N;N;;;;
13;S13-36;False;Odber kostného transplantátu;V;2;;;;;N;N;N;N;;;;
13;S13-35;False;Komplexné operačné výkony na svaloch a šľachách;V;2;;;;;N;N;N;N;;;;
13;S13-34;False;Jednoduché osteotómie a korektívne osteotómie;V;2;;;;;N;N;N;N;;;20;
13;S13-33;False;Iné operačné výkony na kĺboch;V;2;;;;;N;N;N;N;;;;
13;S13-32;False;Iné amputácie a exartikulácie ;V;2;;;;;P;P;P;P;;;;
13;S13-31;False;Implantácia kostného cementu;V;2;;;;;N;N;N;N;;;;
13;S13-30;False;Excízie a resekcie kostného tkaniva;V;2;;;;;P;P;P;P;;;;
13;S13-29;False;Debridement mäkkých tkanív;V;2;;;;;P;P;P;P;;;;
13;S13-28;False;Artoskopické výkony na bedrovom kĺbe;V;2;;;;;N;N;N;N;;;20;
13;S13-27;False;Artroskopické riešenie kĺbovej infekcie;V;2;;;;;P;P;P;P;;;;
13;S13-26;False;Autológna transplantácia kostného tkaniva;V;2;;;;;N;N;N;N;;;;
13;S13-25;False;Iný základný výkon na kosti;V;2;;;;;P;P;P;P;;;;
13;S13-24;False;Korekcia kostnej deformity;V;2;;;;;P;P;P;P;;;;
13;S13-23;False;Revízne operácie iných endoprotéz;V;2;;;;;N;N;N;N;;;;
13;S13-22;False;Totálna endoprotéza bedrového kĺbu;V;2;;;;;P;P;P;P;;395;100;20
13;S13-21;False;Totálna endoprotéza iného kĺbu;V;2;;;;;N;N;N;N;;;;
13;S13-20;False;Totálna endoprotéza kolenného kĺbu;V;2;;;;;P;P;P;P;;425;100;20
13;S13-19;False;Komplexná korekcia deformity;V;2;;;;;P;P;P;N;;;;
13;S13-18;False;Revízna endoprotetika bedrového kĺbu;V;2;;;;;P;P;P;N;;180;30;10
13;S13-17;False;Primárna implantácia špeciálnej protézy kolenného a bedrového kĺbu;V;2;;;;;P;P;P;P;;180;20;
13;S37-19;True;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
13;S31-06;True;Infekčné artritídy;D;2;;;;;P;P;P;N;;;;
13;S02-63;True;Stredne ťažké poranenia pohybového systému;D;2;;;;;P;P;P;P;;;;
13;S02-62;True;Ľahké poranenia pohybového systému;D;2;;;;;P;P;P;P;;;;
13;S02-60;True;Ťažké poranenia;D;2;;;;;P;P;P;P;;;;
13;S02-41;True;Revízia osteosyntézy;V;2;;;;;P;P;P;P;;;;
13;S02-40;True;Zatvorená repozícia luxácie a osteosyntéza;V;2;;;;;P;P;P;N;;;;
13;S02-39;True;Otvorená repozícia luxácie a fixácia;V;2;;;;;P;P;P;N;;;25;
13;S02-38;True;Osteosyntéza trieštivej zlomeniny;V;2;;;;;P;P;P;N;;;25;
13;S02-37;True;Osteosyntéza jednoduchej zlomeniny iná;V;2;;;;;P;P;P;N;;;;
13;S02-36;True;Osteosyntéza jednoduchej zlomeniny;V;2;;;;;P;P;P;P;;;;
13;S02-35;True;Osteosyntéza pre poúrazové stavy a komplikácie;VD;2;;;;;P;P;P;N;;;;
13;S02-34;True;Odstránenie osteosyntézy;V;2;;;;;P;P;P;P;;;;
13;S02-33;True;Osteosyntéza zlomeniny hruhovým externým fixátorom;V;2;;;;;P;P;P;N;;;;
13;S02-32;True;Osteosyntéza zlomeniny externým fixátorom;V;2;;;;;P;P;P;P;;;;
13;S02-31;True;Chirurgické ošetrenie zlomeniny bez osteosyntézy;V;2;;;;;P;P;P;P;;;;
13;S13-59;False;Repozícia metakarpálnych kostí osteosyntézou;V;1;;;;;N;N;P;P;N;;;
13;S13-58;False;Neinvazívna muskuloskeletálna starostlivosť;V;1;;;;;N;N;N;N;N;;;
13;S13-57;False;Iné artroskopické výkony;V;1;;;;;N;N;P;P;N;;25;
13;S13-56;False;Operačné výkony na kostiach a kĺboch ruky;V;1;;;;;N;N;P;P;N;;;
13;S13-55;False;Jednoduché operačné výkony na svaloch, šľachách, fasciách a burzách;V;1;;;;;N;N;P;P;N;;;
13;S13-54;False;Jednoduché operačné výkony na ramennom kĺbe;V;1;;;;;N;N;P;P;N;;;
13;S13-53;False;Jednoduché operačné výkony na kostiach a kĺboch nohy;V;1;;;;;N;N;P;P;N;;50;
13;S13-52;False;Jednoduché operačné výkony na kolennom kĺbe;V;1;;;;;N;N;P;P;N;;;
13;S13-51;False;Jednoduché operačné výkony na iných kĺboch;V;1;;;;;N;N;P;P;N;;;
13;S13-50;False;Jednoduché artroskopické výkony na ramennom kĺbe;V;1;;;;;N;N;P;P;N;;50;
13;S13-49;False;Jednoduché artroskopické výkony na kolennom kĺbe;V;1;;;;;N;N;P;P;N;;100;
13;S13-48;False;Jednoduché amputácie a exartikulácie;V;1;;;;;N;N;P;P;N;;;
13;S13-47;False;Iné výkony na ruke a nohe;V;1;;;;;N;N;P;P;N;;50;
13;S14-21;True;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
14;S14-07;False;Regionálne lymfadenektómie;V;3;;;;;P;P;P;;;90;;
14;S14-06;False;Radikálne lymfadenektómie;V;3;;;;;P;P;P;;;90;;
14;S14-05;False;Operačné revízie prsníka;V;3;;;;;P;P;P;;;60;;
14;S14-04;False;Komplexné lalokové plastiky;V;3;;;;;P;P;P;;;90;;
14;S14-03;False;Komplexné výkony na koži a podkoží;V;3;;;;;P;P;P;;;90;;
14;S14-02;False;Excízie, resekcie a amputácie prsníka;V;3;;;;;P;P;P;;;90;150;
14;S14-01;False;Operačné výkony na lymfatickom systéme;V;3;;;;;P;P;P;;;90;;
14;S15-11;True;Rekonštrukčné výkony na prsníku;V;3;;;;;P;P;P;;;90;10;
14;S14-15;False;Vyčistenie rany s odstránením patologického tkaniva;V;2;;;;;P;P;P;P;;90;;
14;S14-14;False;Voľná transplantácia kože;V;2;;;;;P;P;P;P;;90;;
14;S14-13;False;Radikálna excízia patologického tkaniva na koži a podkoží;V;2;;;;;P;P;P;P;;;;
14;S14-12;False;Operačné výkony na tvári;V;2;;;;;P;P;P;P;;90;;
14;S14-11;False;Laloková plastika;V;2;;;;;P;P;P;P;;90;;
14;S14-10;False;Iné výkony na koži a podkoží;V;2;;;;;P;P;P;P;;90;;
14;S14-09;False;Exstirpácia regionálnych lymfatických uzlín;V;2;;;;;P;P;P;P;;90;;
14;S14-08;False;Excízia patologického tkaniva na koži a podkoží;V;2;;;;;P;P;P;P;;90;;
14;S37-19;True;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
14;S14-22;False;Biopsia a punkcia prsníka;V;1;;;;;P;P;P;P;N;90;;
14;S14-21;False;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
14;S14-20;False;Malé výkony na koži a podkoží;V;1;;;;;P;P;P;P;N;;;
14;S14-19;False;Jednoduché lalokové plastiky;V;1;;;;;P;P;P;P;N;90;;
14;S14-18;False;Malé výkony na prsníku;V;1;;;;;P;P;P;P;N;90;;
14;S14-17;False;Jednoduché vyčistenie rany s odstránením patologického tkaniva;V;1;;;;;P;P;P;P;N;90;;
14;S14-16;False;Exstirpácia lymfatických uzlín;V;1;;;;;P;P;P;P;N;90;;
15;S15-02;False;Vysoko komplexné porázštepové výkony v dutine ústnej;V;5;;;;;P;;;;;;;
15;S15-01;False;Vysoko komplexné operačné výkony pri rázštepe;V;5;;;;;P;;;;;90;20;
15;S16-02;True;Vysoko komplexné výkony na koži a podkoží pri popáleninách a poleptaniach;V;5;;;;;P;;;;;;;
15;S16-01;True;Ťažké popáleniny a poleptania;D;5;;;;;P;;;;;;;
15;S13-01;True;Operačné riešenie malígneho tumoru panvy;V;5;;;;;P;;;;;;;
15;S15-05;False;Vysoko komplexné operačné výkony na svaloch, šľachách, fasciách a burzách;V;4;;;;;P;N;;;;;;
15;S15-04;False;Vysoko komplexné operačné výkony na kostiach a kĺboch ruky alebo nohy;V;4;;;;;P;N;;;;;;
15;S15-03;False;Komplexné operačné výkony pri rázštepe;V;4;;;;;P;N;;;;90;20;
15;S13-08;True;Termická ablácia kosti;V;4;;;;;P;P;;;;;;
15;S13-07;True;Operačné riešenie infekcie v oblasti panvy;V;4;;;;;P;P;;;;;;
15;S13-06;True;Prenos vaskularizovaného kostného tkaniva;V;4;;;;;P;N;;;;;;
15;S13-05;True;Vysoko komplexné amputácie a exartikulácie;V;4;;;;;P;P;;;;;;
15;S13-04;True;Resekcia malígneho tumoru končatiny;V;4;;;;;P;P;;;;;40;10
15;S13-03;True;Implantácia komplexnej kostnej náhrady;V;4;;;;;P;P;;;;;;
15;S06-02;True;Rázštepy;D;4;;;;;P;P;;;;;10;1
15;S06-01;True;Ostatné maxilofaciálne výkony;V;4;;;;;P;P;;;;120;10;1
15;S05-16;True;Iný maxilofaciálny výkon;V;4;;;;;P;P;;;;;15;5
15;S05-15;True;Komplexné operačné výkony na slinných žľazách;V;4;;;;;P;P;;;;30;;
15;S05-14;True;Komplexné operačné výkony na tvári a priľahlej oblasti;V;4;;;;;P;P;;;;60;10;5
15;S05-13;True;Komplexné operačné výkony v dutine ústnej alebo na perách;V;4;;;;;P;P;;;;30;;
15;S05-12;True;Komplexné výkony na jazyku, hltane, hrtane, LU;V;4;;;;;P;P;;;;30;;
15;S05-11;True;Operačné výkony na hltane, hrtane a priedušnici;V;4;;;;;P;P;;;;90;;
15;S05-07;True;Pokročilé operačné výkony na nose a nosovej dutine;V;4;;;;;P;P;;;;180;20;
15;S05-05;True;Implantácia kostného a stredoušného implantátu;V;4;;;;;P;N;;;;;;
15;S05-04;True;Pokročilé operačné výkony na vonkajšom zvukovode a ušnici;V;4;;;;;P;P;;;;180;5;5
15;S05-02;True;Vysoko špecializované endoskopické ORL operácie;V;4;;;;;P;N;;;;60;10;5
15;S05-01;True;Zložité operácie na krku;V;4;;;;;P;P;;;;90;;
15;S04-06;True;Vysoko komplexné výkony na orbite alebo bulbe;V;4;;;;;P;P;;;;60;;
15;S15-25;False;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung;VD;3;;;;;P;P;P;;;90;;
15;S15-16;False;Stuhnutia kĺbov a kontrakúry svalu;D;3;;;;;P;P;P;;;;;
15;S15-15;False;Rekonštrukčné výkony v dutine ústnej;V;3;;;;;P;P;N;;;;;
15;S15-14;False;Porázštepové rekonštrukčné operácie;V;3;;;;;P;P;N;;;;;
15;S15-13;False;Rekonštrukčné výkony na očných viečkach;V;3;;;;;P;P;P;;;;;
15;S15-12;False;Vysoko komplexné operačné revízie prsníka;V;3;;;;;P;P;P;;;90;;
15;S15-11;False;Rekonštrukčné výkony na prsníku;V;3;;;;;P;P;P;;;90;10;
15;S15-10;False;Rekonštrukcie pery;V;3;;;;;P;P;P;;;90;;
15;S15-09;False;Operačné revízie prsníka B;V;3;;;;;P;P;P;;;60;;
15;S15-08;False;Komplexné operačné výkony na svaloch, šľachách, fasciách a burzách;V;3;;;;;P;P;P;;;;;
15;S15-07;False;Komplexné výkony na koži a podkoží B;V;3;;;;;P;P;P;;;90;;
15;S15-06;False;Chirurgia voľných lalokov;V;3;;;;;P;P;N;;;90;10;
15;S31-03;True;Závažné ochorenia kostí a určité artropatie;D;3;;;;;P;P;P;;;;;
15;S27-12;True;Tuberkulóza;D;3;;;;;P;P;P;;;;;
15;S25-02;True;Amyloidóza;D;3;;;;;P;P;P;;;;;
15;S19-05;True;Operačné výkony na cievach - vény a iné;V;3;;;;;P;P;P;;;360;;
15;S19-04;True;Operačné výkony na cievach - končatiny;V;3;;;;;P;P;P;;;360;70;
15;S16-03;True;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach;V;3;;;;;P;P;P;;;;;
15;S14-07;True;Regionálne lymfadenektómie;V;3;;;;;P;P;P;;;90;;
15;S14-06;True;Radikálne lymfadenektómie;V;3;;;;;P;P;P;;;90;;
15;S14-05;True;Operačné revízie prsníka;V;3;;;;;P;P;P;;;60;;
15;S14-04;True;Komplexné lalokové plastiky;V;3;;;;;P;P;P;;;90;;
15;S14-03;True;Komplexné výkony na koži a podkoží;V;3;;;;;P;P;P;;;90;;
15;S14-02;True;Excízie, resekcie a amputácie prsníka;V;3;;;;;P;P;P;;;90;150;
15;S13-16;True;Tuberkulózna artritída;D;3;;;;;P;P;P;;;;;
15;S13-15;True;Infekcie v oblasti chrbtice;D;3;;;;;P;P;P;;;;;
15;S13-14;True;Iný operačný výkon na panve;V;3;;;;;P;P;P;;;;;
15;S13-13;True;Iný základný výkon na rastúcom skelete;V;3;;;;;P;P;P;;;;;
15;S13-12;True;Osteotómia panvy a proximálneho femoru;V;3;;;;;P;P;P;;;;10;
15;S13-11;True;Alogénna transplantácia kostného tkaniva;V;3;;;;;P;P;P;;;;;
15;S13-09;True;Komplexné amputácie a exartikulácie;V;3;;;;;P;P;P;;;;;
15;S12-34;True;Iné ochorenia chrbtice;D;3;;;;;P;P;N;;;;;
15;S12-33;True;Iné výkony na chrbtici;V;3;;;;;P;P;N;;;;;
15;S09-14;True;Komplexné výkony na mužských pohlavných orgánoch;V;3;;;;;P;P;P;;;180;5;
15;S06-03;True;Ostatné maxilofaciálne výkony II.;V;3;;;;;P;P;P;;;120;70;10
15;S05-28;True;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok;V;3;;;;;P;P;P;;;180;50;30
15;S05-27;True;Komplexné operácie na krku;V;3;;;;;P;P;N;;;180;10;10
15;S05-26;True;Operačné výkony na nose a nosovej dutine;V;3;;;;;P;P;N;;;;;
15;S05-23;True;Operačné výkony na vonkajšom zvukovode a ušnici;V;3;;;;;P;P;N;;;90;;
15;S05-22;True;Operačné výkony v dutine ústnej alebo na perách;V;3;;;;;P;P;N;;;90;;
15;S05-21;True;Operačné výkony v hltane;V;3;;;;;P;P;P;;;;10;
15;S05-20;True;Operačné výkony v orbite a slzných cestách;V;3;;;;;P;P;N;;;;;
15;S05-19;True;Chirurgia štítnej žľazy a prištítnych žliaz;V;3;;;;;P;P;P;;;180;10;10
15;S05-18;True;Operácia pre hlbokú krčnú infekciu;V;3;;;;;P;P;N;;;;;
15;S04-31;True;Komplexné výkony pri traume oka;V;3;;;;;P;P;P;;;;;
15;S04-30;True;Poranenia oka a očných adnexov;D;3;;;;;P;P;P;;;;;
15;S04-29;True;Iné ochorenia oka a očných adnexov;D;3;;;;;P;P;P;;;;;
15;S04-28;True;Neuro-oftalmologické ochorenie oka;D;3;;;;;P;P;P;;;;;
15;S04-27;True;Zápalové a infekčné ochorenia oka a očných adnexov;D;3;;;;;P;P;P;;;;;
15;S04-20;True;Iné ochorenia oka a očných adnexov vyžadujúce komplexný prístup;D;3;;;;;P;P;P;;;;;
15;S04-19;True;Zápalové ochorenia očného nervu a paralytické škúlenie;D;3;;;;;P;P;P;;;;;
15;S04-18;True;Infekcie a zápaly oka a očných adnexov;D;3;;;;;P;P;P;;;;;
15;S04-12;True;Komplexné výkony na očných svaloch;V;3;;;;;P;P;P;;;90;;
15;S04-10;True;Komplexné výkony na orbite alebo bulbe;V;3;;;;;P;P;P;;;30;;
15;S03-50;True;Plastika dury a kalvy;V;3;;;;;P;P;P;;;;10;
15;S03-42;True;Operačné výkony na mieche;V;3;;;;;P;P;P;;;;10;
15;S03-41;True;Deliberácia miechy a miechových nervov;V;3;;;;;P;P;P;;;;10;
15;S02-30;True;Výkony pre poranenia artérií a vén;V;3;;;;;P;P;P;;;;;
15;S02-06;True;Replantácie;VD;3;;;;;P;P;N;;;;;
15;S02-04;True;Osteosyntéza pre poúrazové stavy a komplikácie iná;VD;3;;;;;P;P;N;;;;;
15;S02-03;True;Odstránenie osteosyntézy zložité;V;3;;;;;P;P;N;;;;;
15;S15-20;False;Iné poranenia oka a očných adnexov;D;2;;;;;P;P;P;P;;;;
15;S15-19;False;Operačné výkony na tvári B;V;2;;;;;P;P;P;P;;90;;
15;S15-18;False;Iné výkony na koži a podkoží B;V;2;;;;;P;P;P;P;;90;;
15;S15-17;False;Operačné výkony na svaloch, šľachách, fasciách a burzách;V;2;;;;;P;P;P;P;;;;
15;S40-19;True;Nádory nervového systému;D;2;;;;;P;P;P;P;;;;
15;S40-14;True;Iný zhubný nádor spojivového tkaniva;D;2;;;;;P;P;P;P;;;;
15;S40-12;True;Nádory kože;D;2;;;;;P;P;P;P;;;;
15;S40-11;True;Zhubný nádor spojivového tkaniva;D;2;;;;;P;P;P;P;;;;
15;S40-05;True;Zhubné nádory ucha, nosa, úst a krku;D;2;;;;;P;P;P;P;;;;
15;S37-19;True;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
15;S31-11;True;Raynaudov syndróm;D;2;;;;;P;P;P;N;;;;
15;S31-10;True;Dna zapríčinená liekmi;D;2;;;;;P;P;P;N;;;;
15;S31-09;True;Artritída pri Lymskej chorobe;D;2;;;;;P;P;P;N;;;;
15;S31-08;True;Ochorenia spojivového tkaniva;D;2;;;;;P;P;P;N;;;;
15;S31-07;True;Ochorenia kostí a určité artropatie;D;2;;;;;P;P;P;N;;;;
15;S31-06;True;Infekčné artritídy;D;2;;;;;P;P;P;N;;;;
15;S31-05;True;Reumatizmus, bližšie neurený;D;2;;;;;P;P;P;N;;;;
15;S29-13;True;Osteoporóza a osteomalácia;D;2;;;;;P;P;P;P;;;;
15;S25-21;True;Infekcia/zápal kože a podkožia;D;2;;;;;P;P;P;N;;;500*3;
15;S16-05;True;Menej ťažké popáleniny a poleptania;D;2;;;;;P;P;P;P;;;;
15;S16-04;True;Malé výkony na koži a podkoží pri popáleninách a poleptaniach;V;2;;;;;P;P;P;P;;;;
15;S14-15;True;Vyčistenie rany s odstránením patologického tkaniva;V;2;;;;;P;P;P;P;;90;;
15;S14-14;True;Voľná transplantácia kože;V;2;;;;;P;P;P;P;;90;;
15;S14-13;True;Radikálna excízia patologického tkaniva na koži a podkoží;V;2;;;;;P;P;P;P;;;;
15;S14-12;True;Operačné výkony na tvári;V;2;;;;;P;P;P;P;;90;;
15;S14-11;True;Laloková plastika;V;2;;;;;P;P;P;P;;90;;
15;S14-10;True;Iné výkony na koži a podkoží;V;2;;;;;P;P;P;P;;90;;
15;S14-09;True;Exstirpácia regionálnych lymfatických uzlín;V;2;;;;;P;P;P;P;;90;;
