kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
h359;Choroba sietnice, bližšie neurčená;S04-21;Ochorenia sietnice vyžadujúce si chirurgický zákrok
h252;Senilná katarakta, Morgagniho typ;S04-22;Katarakta Morgagniho typu
h401;Primárny glaukóm s otvoreným uhlom;S04-23;Dekompenzovaný glaukóm
h402;Primárny glaukóm so zatvoreným uhlom;S04-23;Dekompenzovaný glaukóm
h403;Sekundárny glaukóm po poranení oka;S04-23;Dekompenzovaný glaukóm
h404;Sekundárny glaukóm po zápale oka;S04-23;Dekompenzovaný glaukóm
h405;Sekundárny glaukóm pri iných chorobách;S04-23;Dekompenzovaný glaukóm
q150;Vrodený glaukóm;S04-23;Dekompenzovaný glaukóm
h250;Začínajúca senilná katarakta;S04-25;Katarakta
h251;Senilná katarakta nukleárna [fakoskleróm];S04-25;Katarakta
h258;Iná senilná katarakta;S04-25;Katarakta
h259;Senilná katarakta, bližšie neurčená;S04-25;Katarakta
h260;Infantilná, juvenilná a presenilná katarakta;S04-25;Katarakta
h262;Komplikovaná katarakta;S04-25;Katarakta
h263;Katarakta zapríčinená liekmi;S04-25;Katarakta
h264;Sekundárna katarakta;S04-25;Katarakta
h268;Iná katarakta, bližšie určená;S04-25;Katarakta
h269;Zákal šošovky, bližšie neurčený;S04-25;Katarakta
h400;Podozrenie na glaukóm;S04-26;Glaukóm
h406;Sekundárny glaukóm zapríčinený liekmi;S04-26;Glaukóm
h408;Iný glaukóm;S04-26;Glaukóm
h409;Glaukóm, bližšie neurčený;S04-26;Glaukóm
a740;Chlamýdiový zápal spojoviek;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
b300;Keratokonjunktivitída zapríčinená adenovírusom (H19.2*);S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
b301;Konjunktivitída zapríčinená adenovírusom (H13.1*);S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
b302;Vírusová faryngokonjunktivitída (vírusová);S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
b303;Akútna epidemická hemoragická konjunktivitída (enterovírusová) (H13.1*);S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
b308;Iná vírusová konjunktivitída (H13.1*);S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
b309;Vírusová konjunktivitída, bližšie neurčená;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h000;Hordeolum a iný hlboký zápal mihalnice;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h001;Chalazion;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h010;Blefaritída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h011;Neinfekčná dermatóza mihalnice;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h018;Iný zápal mihalnice, bližšie určený;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h019;Zápal mihalnice, bližšie neurčený;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h040;Dakryoadenitída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h043;Akútny a bližšie neurčený zápal slzných ciest;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h044;Chronický zápal slzných ciest;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h051;Chronická zápalová choroba očnice;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h100;Mukopurulentná konjunktivitída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h101;Akútna atopická konjunktivitída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h102;Iná akútna konjunktivitída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h103;Akútna konjunktivitída, bližšie neurčená;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h104;Chronická konjunktivitída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h105;Blefarokonjunktivitída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h108;Iná konjunktivitída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h109;Konjunktivitída, bližšie neurčená;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h151;Episkleritída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h161;Iná povrchová keratitída bez konjunktivitídy;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h162;Keratokonjunktivitída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h163;Intersticiálna a hlboká keratitída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h164;Neovaskularizácia rohovky;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h169;Keratitída, bližšie neurčená;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h201;Chronická iridocyklitída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h202;Iridocyklitída zapríčinená šošovkou [fakogénna];S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h208;Iná iridocyklitída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h308;Iná chorioretinitída;S04-27;Zápalové a infekčné ochorenia oka a očných adnexov
h472;Atrofia zrakového nervu;S04-28;Neuro-oftalmologické ochorenie oka
h499;Paralytický strabizmus, bližšie neurčený;S04-28;Neuro-oftalmologické ochorenie oka
h500;Konvergentný konkomitantný strabizmus;S04-28;Neuro-oftalmologické ochorenie oka
h501;Divergentný konkomitantný strabizmus;S04-28;Neuro-oftalmologické ochorenie oka
h504;Iný a bližšie neurčený konkomitantný strabizmus;S04-28;Neuro-oftalmologické ochorenie oka
h505;Heterofória;S04-28;Neuro-oftalmologické ochorenie oka
h518;Iná bližšie určená porucha binokulárnych pohybov;S04-28;Neuro-oftalmologické ochorenie oka
b872;Myióza oka;S04-29;Iné ochorenia oka a očných adnexov
d221;Melanocytový névus mihalnice vrátane kútika oka;S04-29;Iné ochorenia oka a očných adnexov
d231;Iný nezhubný nádor kože mihalnice vrátane kútika;S04-29;Iné ochorenia oka a očných adnexov
d310;Nezhubný nádor spojovky;S04-29;Iné ochorenia oka a očných adnexov
d311;Nezhubný nádor rohovky;S04-29;Iné ochorenia oka a očných adnexov
d312;Nezhubný nádor sietnice;S04-29;Iné ochorenia oka a očných adnexov
d313;Nezhubný nádor cievovky;S04-29;Iné ochorenia oka a očných adnexov
d314;Nezhubný nádor vráskovca;S04-29;Iné ochorenia oka a očných adnexov
d315;Nezhubný nádor slznej žľazy a nosovoslzného kanála;S04-29;Iné ochorenia oka a očných adnexov
d316;Nezhubný nádor očnice, bližšie neurčený;S04-29;Iné ochorenia oka a očných adnexov
d319;Nezhubný nádor oka, bližšie neurčený;S04-29;Iné ochorenia oka a očných adnexov
e500;Nedostatok vitamínu A so xerózou spojovky;S04-29;Iné ochorenia oka a očných adnexov
e501;Nedostatok vitamínu A s Bitotovými škvrnami a xerózou spojovky;S04-29;Iné ochorenia oka a očných adnexov
e502;Nedostatok vitamínu A s xerózou rohovky;S04-29;Iné ochorenia oka a očných adnexov
e503;Nedostatok vitamínu A s ulceráciou a xerózou rohovky;S04-29;Iné ochorenia oka a očných adnexov
e504;Nedostatok vitamínu A s keratomaláciou;S04-29;Iné ochorenia oka a očných adnexov
e505;Nedostatok vitamínu A s nočnou slepotou;S04-29;Iné ochorenia oka a očných adnexov
e506;Nedostatok vitamínu A so xeroftalmickými jazvami rohovky;S04-29;Iné ochorenia oka a očných adnexov
e507;Iné očné prejavy nedostatku vitamínu A;S04-29;Iné ochorenia oka a očných adnexov
g245;Blefarospazmus;S04-29;Iné ochorenia oka a očných adnexov
g4532;Amaurosis fugax, s kompletným ústupom od 1 do 24 hodín;S04-29;Iné ochorenia oka a očných adnexov
g4533;Amaurosis fugax, s kompletným ústupom do 1 hodiny;S04-29;Iné ochorenia oka a očných adnexov
h020;Entropium a trichiáza mihalnice;S04-29;Iné ochorenia oka a očných adnexov
h021;Ektropium mihalnice;S04-29;Iné ochorenia oka a očných adnexov
h023;Blefarochaláza;S04-29;Iné ochorenia oka a očných adnexov
h024;Ptóza mihalnice;S04-29;Iné ochorenia oka a očných adnexov
h025;Iná choroba postihujúca funkciu mihalnice;S04-29;Iné ochorenia oka a očných adnexov
h027;Iná degeneratívna choroba mihalnice a okolia oka;S04-29;Iné ochorenia oka a očných adnexov
h028;Iná choroba mihalnice, bližšie určená;S04-29;Iné ochorenia oka a očných adnexov
h029;Choroba mihalnice, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h041;Iná choroba slznej žľazy;S04-29;Iné ochorenia oka a očných adnexov
h042;Epifora;S04-29;Iné ochorenia oka a očných adnexov
h045;Stenóza a insuficiencia slzných ciest;S04-29;Iné ochorenia oka a očných adnexov
h046;Iná zmena v slzných cestách;S04-29;Iné ochorenia oka a očných adnexov
h048;Iná choroba slzných orgánov;S04-29;Iné ochorenia oka a očných adnexov
h049;Choroba slzných orgánov, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h052;Exoftalmus;S04-29;Iné ochorenia oka a očných adnexov
h053;Deformácia očnice;S04-29;Iné ochorenia oka a očných adnexov
h054;Enoftalmus;S04-29;Iné ochorenia oka a očných adnexov
h058;Iná choroba očnice;S04-29;Iné ochorenia oka a očných adnexov
h059;Choroba očnice, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h110;Pterygium;S04-29;Iné ochorenia oka a očných adnexov
h111;Spojovková degenerácia a depozity;S04-29;Iné ochorenia oka a očných adnexov
h112;Spojovková jazva;S04-29;Iné ochorenia oka a očných adnexov
h114;Iná cievna choroba a cysta spojovky;S04-29;Iné ochorenia oka a očných adnexov
h118;Iná choroba spojovky, bližšie určená;S04-29;Iné ochorenia oka a očných adnexov
h119;Choroba spojovky, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h158;Iné choroby očného bielka;S04-29;Iné ochorenia oka a očných adnexov
h159;Choroba očného bielka, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h170;Leucoma adhaerens;S04-29;Iné ochorenia oka a očných adnexov
h171;Iný centrálny zákal rohovky;S04-29;Iné ochorenia oka a očných adnexov
h178;Iná jazva a zákal rohovky;S04-29;Iné ochorenia oka a očných adnexov
h179;Jazva a zákal rohovky, bližšie neurčené;S04-29;Iné ochorenia oka a očných adnexov
h180;Pigmentácie a depozity rohovky;S04-29;Iné ochorenia oka a očných adnexov
h181;Keratopathia bullosa;S04-29;Iné ochorenia oka a očných adnexov
h182;Iný opuch rohovky;S04-29;Iné ochorenia oka a očných adnexov
h184;Degenerácia rohovky;S04-29;Iné ochorenia oka a očných adnexov
h185;Hereditárna dystrofia rohovky;S04-29;Iné ochorenia oka a očných adnexov
h186;Keratokonus;S04-29;Iné ochorenia oka a očných adnexov
h187;Iná deformácia rohovky;S04-29;Iné ochorenia oka a očných adnexov
h188;Iná choroba rohovky, bližšie určená;S04-29;Iné ochorenia oka a očných adnexov
h189;Choroba rohovky, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h211;Iná vaskulárna choroba dúhovky a vráskovca;S04-29;Iné ochorenia oka a očných adnexov
h212;Degenerácia dúhovky a vráskovca;S04-29;Iné ochorenia oka a očných adnexov
h213;Cysta dúhovky, vráskovca a prednej komory;S04-29;Iné ochorenia oka a očných adnexov
h214;Membrány zrenice;S04-29;Iné ochorenia oka a očných adnexov
h215;Iný zrast a trhlina dúhovky a vráskovca;S04-29;Iné ochorenia oka a očných adnexov
h218;Iná bližšie určená choroba dúhovky a vráskovca;S04-29;Iné ochorenia oka a očných adnexov
h219;Choroba dúhovky a vráskovca, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h270;Afakia;S04-29;Iné ochorenia oka a očných adnexov
h271;Dislokácia šošovky;S04-29;Iné ochorenia oka a očných adnexov
h278;Iná choroba šošovky, bližšie určená;S04-29;Iné ochorenia oka a očných adnexov
h279;Choroba šošovky, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h311;Degenerácia cievovky;S04-29;Iné ochorenia oka a očných adnexov
h312;Dedičná dystrofia cievovky;S04-29;Iné ochorenia oka a očných adnexov
h318;Iná choroba cievovky, bližšie určená;S04-29;Iné ochorenia oka a očných adnexov
h319;Choroba cievovky, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h331;Rozštiepenie sietnice a cysty sietnice;S04-29;Iné ochorenia oka a očných adnexov
h430;Prolaps sklovca;S04-29;Iné ochorenia oka a očných adnexov
h432;Kryštálové depozity v sklovci;S04-29;Iné ochorenia oka a očných adnexov
h433;Iný zákal sklovca;S04-29;Iné ochorenia oka a očných adnexov
h438;Iná choroba sklovca;S04-29;Iné ochorenia oka a očných adnexov
h439;Choroba sklovca, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h442;Degeneratívna myopia;S04-29;Iné ochorenia oka a očných adnexov
h443;Iná degeneratívna choroba očnej gule;S04-29;Iné ochorenia oka a očných adnexov
h445;Degeneratívne postihnutie očnej gule;S04-29;Iné ochorenia oka a očných adnexov
h448;Iná choroba očnej gule;S04-29;Iné ochorenia oka a očných adnexov
h449;Choroba očnej gule, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h506;Mechanický strabizmus;S04-29;Iné ochorenia oka a očných adnexov
h509;Strabizmus, bližšie neurčený;S04-29;Iné ochorenia oka a očných adnexov
h510;Ochrnutie konjugovaného pohľadu;S04-29;Iné ochorenia oka a očných adnexov
h511;Nedostatočná a nadmerná konvergencia;S04-29;Iné ochorenia oka a očných adnexov
h519;Porucha binokulárneho pohybu, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h520;Hypermetropia;S04-29;Iné ochorenia oka a očných adnexov
h521;Myopia;S04-29;Iné ochorenia oka a očných adnexov
h522;Astigmatizmus;S04-29;Iné ochorenia oka a očných adnexov
h523;Anizometropia a anizeikonia;S04-29;Iné ochorenia oka a očných adnexov
h524;Presbyopia;S04-29;Iné ochorenia oka a očných adnexov
h525;Porucha akomodácie;S04-29;Iné ochorenia oka a očných adnexov
h526;Iná porucha refrakcie;S04-29;Iné ochorenia oka a očných adnexov
h527;Porucha refrakcie, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h530;Anoptická amblyopia [amblyopia ex anopsia];S04-29;Iné ochorenia oka a očných adnexov
h531;Subjektívna porucha videnia;S04-29;Iné ochorenia oka a očných adnexov
h533;Iná porucha binokulárneho videnia;S04-29;Iné ochorenia oka a očných adnexov
h534;Porucha zorného poľa;S04-29;Iné ochorenia oka a očných adnexov
h535;Porucha farebného videnia;S04-29;Iné ochorenia oka a očných adnexov
h536;Nočná slepota [nyctalopia];S04-29;Iné ochorenia oka a očných adnexov
h538;Iná zraková porucha;S04-29;Iné ochorenia oka a očných adnexov
h539;Zraková porucha, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h540;Slepota a veľmi ťažká slabozrakosť, binokulárna;S04-29;Iné ochorenia oka a očných adnexov
h541;Tažká slabozrakosť, binokulárna;S04-29;Iné ochorenia oka a očných adnexov
h542;Stredne ťažká slabozrakosť, binokulárna;S04-29;Iné ochorenia oka a očných adnexov
h543;Ľahká slabozrakosť, binokulárna;S04-29;Iné ochorenia oka a očných adnexov
h544;Slepota a veľmi ťažká slabozrakosť, monokulárna;S04-29;Iné ochorenia oka a očných adnexov
h545;Tažká slabozrakosť, monokulárne;S04-29;Iné ochorenia oka a očných adnexov
h546;Stredne ťažká slabozrakosť, monokulárna;S04-29;Iné ochorenia oka a očných adnexov
h549;Slabozrakosť binokulárna, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h570;Anomálie funkcie zrenice;S04-29;Iné ochorenia oka a očných adnexov
h571;Bolesť oka;S04-29;Iné ochorenia oka a očných adnexov
h578;Iná choroby oka a jeho adnexov, bližšie určené;S04-29;Iné ochorenia oka a očných adnexov
h579;Choroba oka a jeho adnexov, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h590;Afakická bulózna keratopatia po operácii katarakty;S04-29;Iné ochorenia oka a očných adnexov
h599;Choroba oka a jeho adnexov po lekárskom výkone, bližšie neurčená;S04-29;Iné ochorenia oka a očných adnexov
h055;Zadržané (staré) cudzie teleso po penetrujúcom poranení očnice;S04-30;Poranenia oka a očných adnexov
h210;Hyféma;S04-30;Poranenia oka a očných adnexov
h261;Úrazová katarakta;S04-30;Poranenia oka a očných adnexov
h310;Chorioretinové jazvy;S04-30;Poranenia oka a očných adnexov
h313;Krvácanie a ruptúra cievovky;S04-30;Poranenia oka a očných adnexov
h314;Odlúpenie cievovky;S04-30;Poranenia oka a očných adnexov
h330;Odlúpenie sietnice s trhlinou sietnice;S04-30;Poranenia oka a očných adnexov
h332;Serózne odlúpenie sietnice;S04-30;Poranenia oka a očných adnexov
h333;Trhliny sietnice bez odlúpenia;S04-30;Poranenia oka a očných adnexov
h334;Trakčné odlúpenie sietnice;S04-30;Poranenia oka a očných adnexov
h335;Iné odlúpenie sietnice;S04-30;Poranenia oka a očných adnexov
h356;Krvácanie do sietnice;S04-30;Poranenia oka a očných adnexov
h431;Krvácanie do sklovca;S04-30;Poranenia oka a očných adnexov
h446;Zadržané (staré) vnútroočné cudzie teleso, magnetické;S04-30;Poranenia oka a očných adnexov
h447;Zadržané (staré) vnútroočné cudzie teleso, nemagnetické;S04-30;Poranenia oka a očných adnexov
h598;Iné choroby oka a jeho adnexov po lekárskom výkone;S04-30;Poranenia oka a očných adnexov
s001;Pomliaždenie mihalnice a okolia oka;S04-30;Poranenia oka a očných adnexov
s0020;Iné povrchové poranenie mihalnice a okolia oka: druh poranenia bližšie neurčený;S04-30;Poranenia oka a očných adnexov
s0021;Iné povrchové poranenie mihalníc a periokulárnej oblasti: odrenina;S04-30;Poranenia oka a očných adnexov
s0022;Iné povrchové poranenie mihalníc a periokulárnej oblasti: tvorba pľuzgierov (netermických);S04-30;Poranenia oka a očných adnexov
s0023;Iné povrchové poranenie mihalníc a periokulárnej oblasti: uštipnutie hmyzom alebo vpich (nejedovatý);S04-30;Poranenia oka a očných adnexov
s0024;Iné povrchové poranenie mihalníc a periokulárnej oblasti: povrchové cudzie telesá (úlomky);S04-30;Poranenia oka a očných adnexov
s0028;Iné povrchové poranenie mihalníc a periokulárnej oblasti: iné;S04-30;Poranenia oka a očných adnexov
s011;Otvorená rana mihalnice a okolia oka;S04-30;Poranenia oka a očných adnexov
s050;Poranenie spojovky a abrázia rohovky bez zmienky o cudzom telese;S04-30;Poranenia oka a očných adnexov
s051;Pomliaždenie očnej gule a tkanív očnice;S04-30;Poranenia oka a očných adnexov
s052;Tržná rana a roztrhnutie oka s prolapsom alebo stratou vnútroočného tkaniva;S04-30;Poranenia oka a očných adnexov
s053;Tržná rana oka bez prolapsu alebo straty vnútroočného tkaniva;S04-30;Poranenia oka a očných adnexov
s054;Penetrujúca rana očnice s cudzím telesom alebo bez cudzieho telesa;S04-30;Poranenia oka a očných adnexov
s055;Penetrujúca rana očnej gule s cudzím telesom;S04-30;Poranenia oka a očných adnexov
s056;Penetrujúca rana očnej gule bez cudzieho telesa;S04-30;Poranenia oka a očných adnexov
s057;Avulzia (vytrhnutie) oka;S04-30;Poranenia oka a očných adnexov
s058;Iné poranenie oka a očnice;S04-30;Poranenia oka a očných adnexov
s059;Poranenie oka a očnice, bližšie neurčené;S04-30;Poranenia oka a očných adnexov
t260;Popálenina mihalnice a okolia oka;S04-30;Poranenia oka a očných adnexov
t261;Popálenina rohovky a spojovkového vaku;S04-30;Poranenia oka a očných adnexov
t262;Popálenina s následnou ruptúrou a deštrukciou očnej gule;S04-30;Poranenia oka a očných adnexov
t263;Popálenina iných častí oka a očných adnexov;S04-30;Poranenia oka a očných adnexov
t264;Popálenina bližšie neurčenej časti oka a očných adnexov;S04-30;Poranenia oka a očných adnexov
t265;Poleptanie mihalnice a okolia oka;S04-30;Poranenia oka a očných adnexov
t266;Poleptanie rohovky a spojovkového vaku;S04-30;Poranenia oka a očných adnexov
t267;Poleptanie s následnou ruptúrou a deštrukciou očnej gule;S04-30;Poranenia oka a očných adnexov
t268;Poleptanie iných častí oka a očných adnexov;S04-30;Poranenia oka a očných adnexov
t269;Poleptanie bližšie neurčenej časti oka a očných adnexov;S04-30;Poranenia oka a očných adnexov
t852;Mechanická komplikácia zapríčinená vnútroočnou šošovkou;S04-30;Poranenia oka a očných adnexov
t853;Mechanická komplikácia zapríčinená inou očnou protetickou pomôckou, implantátom a transplantátom;S04-30;Poranenia oka a očných adnexov
a545;Gonokoková faryngitída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
a564;Chlamýdiová infekcia faryngu;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
a690;Nekrotizujúca ulcerózna stomatitída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
a691;Iná fusospirochetóza;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
b053;Osýpky komplikované zápalom stredného ucha (H67.1*);S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
b085;Enterovírusová vezikulárna faryngitída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h650;Akútny sérový zápal stredného ucha;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h651;Iný akútny nehnisový zápal stredného ucha;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h652;Chronický sérový zápal stredného ucha;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h653;Chronický hlienový zápal stredného ucha;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h654;Iný chronický nehnisový zápal stredného ucha;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h659;Nehnisový zápal stredného ucha, bližšie neurčený;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h660;Akútny hnisový zápal stredného ucha;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h661;Chronický tubotympanový hnisový zápal stredného ucha;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h662;Chronický atikoantrálny hnisový zápal stredného ucha;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h663;Iný chronický hnisový zápal stredného ucha;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h664;Hnisový zápal stredného ucha, bližšie neurčený;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h669;Zápal stredného ucha, bližšie neurčený;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h680;Zápal sluchovej trubice;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h700;Akútna mastoiditída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h701;Chronická mastoiditída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h702;Petrozitída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h709;Mastoiditída, bližšie neurčená;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h730;Akútna myringitída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
h731;Chronická myringitída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j00;Akútny zápal nosohltana [nádcha];S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j010;Akútny zápal čeľustnej dutiny;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j011;Akútny zápal čelovej dutiny;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j012;Akútny zápal čuchovej dutiny;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j013;Akútny zápal klinovitej dutiny;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j014;Akútna pansinusitída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j018;Iný akútny zápal prinosových dutín;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j019;Zápal prinosových dutín, bližšie neurčený;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j020;Streptokokový zápal hltana;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j028;Akútny zápal hltana, zapríčinený inými bližšie určenými organizmami;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j029;Akútny zápal hltana, bližšie neurčený;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j030;Streptokokový zápal mandlí;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j038;Akútny zápal mandlí, zapríčinený iným bližšie určeným organizmom;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j039;Akútny zápal mandlí, bližšie neurčený;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j040;Akútny zápal hrtana;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j042;Akútny zápal hrtana a priedušnice;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j050;Akútny obštrukčný zápal hrtana [krup];S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j051;Akútny zápal hrtanovej príklopky [epiglotitída];S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j060;Akútny zápal hrtana a hltana;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j068;Iná akútna infekcia horných dýchacích ciest na viacerých miestach;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j069;Akútna infekcia horných dýchacích ciest, bližšie neurčená;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j101;Chrípka zapríčinená iným identifikovaným vírusom chrípky, s inými respiračnými prejavmi;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j111;Chrípka zapríčinená neidentifikovaným vírusom, s inými respiračnými prejavmi;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j300;Vazomotorická rinitída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j301;Alergická rinitída zapríčinená peľom;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j302;Iná sezónna alergická rinitída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j303;Iná alergická rinitída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j304;Alergická rinitída, bližšie neurčená;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j310;Chronický zápal nosa;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j311;Chronický zápal nosohltana;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j312;Chronický zápal hltana;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j320;Chronický zápal čeľustnej dutiny;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j321;Chronický zápal čelovej dutiny;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j322;Chronický zápal čuchových dutín;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j323;Chronický zápal klinovitej dutiny;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j324;Chronická pansinusitída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j328;Iná chronická sinusitída;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j329;Chronická sinusitída, bližšie neurčená;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j350;Chronický zápal mandlí;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j36;Peritonzilárny absces;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j370;Chronický zápal hrtana;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j371;Chronický zápal hrtana a priedušnice;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
j385;Spazmus hrtana;S05-29;Zápal stredného ucha alebo infekcia horných dýchacích ciest
